udid,install_date,country,hw_ver
43109861225c4a6e7f8ddcf5cd7d830a46c1bc12,6/1/2015,VN,"iPad3,6"
896b5b37b0584e1ba29fb9c8a07f1a96,6/1/2015,CH,"iPad2,4"
85553c0a639348c89601cdd375502f16,6/1/2015,US,"iPhone3,1"
5385ff94fd2447dea653e16e76da3bfb,6/1/2015,SE,"iPad4,1"
10d3472f14af4102b09e16d5ca605533,6/1/2015,AU,"iPhone7,1"
d2132a4ce3384585bda0265818bef03f,6/1/2015,AU,"iPhone7,2"
fb98faf78f804315b1bed83349988a20,6/1/2015,US,"iPhone6,2"
93927781582c4f7e96f167315918a2b5,6/1/2015,US,"iPad3,4"
2197f7f4d18f4c7a9b6c687ce7a035bd,6/1/2015,DE,"iPad4,2"
ea7e77cae11d4601ae056f21d6b86c51,6/1/2015,GB,"iPhone7,1"
1bab9ea754ed436bb9208ed359c657a1,6/1/2015,DK,"iPhone5,2"
eb05d53fe05a4ae094ee032ab20b4b1c,6/1/2015,SG,"iPad5,4"
b3d9b5829f3e48e883c2240026adacf7,6/1/2015,GB,"iPhone7,2"
b4f98a45c6f64094a50dbb978df0d80a,6/1/2015,US,"iPad4,4"
6806cc85b49f1971c8c2d05d67e4d355c695483f,6/1/2015,AU,"iPad3,3"
987e648c0d4644888b3f52ba2fd401fc,6/1/2015,IE,"iPad4,7"
71876a99888e47da830c61a3f98ebd94,6/1/2015,US,"iPhone6,1"
6d45729c8d8045ccb18aa4ffd244f290,6/1/2015,GB,"iPhone7,1"
55dacc7aa40f43e88a21c500bb6046ec,6/1/2015,GB,"iPhone6,2"
82e0d7d15403478fb80647a1ac1ae0fe,6/1/2015,US,"iPad3,4"
9faf524b8b1a4125a8f3fe5c68cf8282,6/1/2015,US,"iPad2,5"
6a8df074c1924af2a93495a86cac053f,6/1/2015,US,"iPhone6,1"
c3ef2a4f72754db296fece45a32f6733,6/1/2015,DE,"iPad3,6"
a8bfbaea7ff94538a20097dc6e1843a2,6/1/2015,SG,"iPhone7,1"
6356f5331e22424c92feb82b122788c7,6/1/2015,DK,"iPhone7,1"
fca8418da7924e68bf4e8632343834ba,6/1/2015,US,"iPhone5,3"
aa1d9e281c6c4376ba630a618d3a630d,6/1/2015,RO,"iPad3,1"
15c0915806af4476abc9eb827b55fcd4,6/1/2015,US,"iPhone7,1"
885fd8cc4de34f7fbd48d9d314d57a77,6/1/2015,HU,"iPhone6,2"
1041676576104aed870efc0c4e70db53,6/1/2015,PL,"iPhone7,2"
2f094e680b014aea90d91e7a1354b3bb,6/1/2015,US,"iPhone7,2"
844037080544459babd38309676ef825,6/1/2015,US,"iPhone7,2"
f93e73b0cf8546ac97c73a9f1c8fceb9,6/1/2015,US,"iPhone7,2"
13dd4a6910cc4579be9a9e887d6a7eb4,6/1/2015,DK,"iPad4,4"
abbcbb233dd7423d9199aaa5b1efa7d1,6/1/2015,ZA,"iPhone7,2"
24feed8f670456c0630f55d22679f9cfecf7ed5d,6/1/2015,US,"iPad2,5"
b96190430ced4879bbbc3cfd2a29d5fa,6/1/2015,GB,"iPhone6,2"
3098143a51474bc9b2f43a9c9321dd93,6/1/2015,CH,"iPad2,4"
254b844d378c482e8b737a22eb73b2e0,6/1/2015,DE,"iPhone6,2"
74deaab92c414de4b56481b73b44fc96,6/1/2015,US,"iPad2,5"
e3db60dba55a4488a2a654ac4f49fcd1,6/1/2015,SG,"iPhone6,2"
e6485067ef714446870a5ab8afc65399,6/1/2015,GB,"iPhone4,1"
2dcf45f93ae445d9bb4e118af380f287,6/1/2015,US,"iPad2,4"
82b1324a8ecc431d9edba04a5b3735a1,6/1/2015,PL,"iPhone6,2"
dd9e23be8adf41ba875ce6e04fc5fe5d,6/1/2015,US,"iPhone4,1"
cfe0aec24add4d3db955ac8b4b960606,6/1/2015,US,"iPad4,2"
f3a0da0c730d44f7beaa0c1d6579fd08,6/1/2015,US,"iPhone6,1"
ba2715c139614534b64b6df94ee7decb,6/1/2015,US,"iPhone6,1"
7f22b48f5ee7442d81deae5a2ccce9bb,6/1/2015,US,"iPhone7,1"
866f59d2e20fb54a14fc3eba9014be99018b8e54,6/1/2015,US,"iPad2,1"
699a63e6bd4c46e38623d8197aeb26c3,6/1/2015,CA,"iPad4,7"
0eb43732773f47b0a272d9d6f989a5b5,6/1/2015,SG,"iPad2,5"
675b135257fd4b74a49265543a6fcbb6,6/1/2015,DE,"iPhone3,1"
dbc5dc3d255f4613b2ba59a0d6464634,6/1/2015,US,"iPhone5,1"
4e757f562ae54a329c2e6893de75e4d7,6/1/2015,US,"iPhone7,2"
5c0dbbc6459342bcb0b7a8b07b75b38a,6/1/2015,AL,"iPad3,4"
47a9ab4da4184bb1bfb7bcd52740e912,6/1/2015,GB,"iPad4,2"
22f2a8c276eb44ed829a33c94145d30e,6/1/2015,US,"iPhone6,1"
00f13999bdbf4478ae8efa8c9625aa0b,6/1/2015,GB,"iPad4,1"
CD021AB1694C49EB92A40715D8256334,6/1/2015,US,"iPhone6,1"
c1e29930e5074bf6ba92242468605012,6/1/2015,US,"iPhone7,2"
161d51aa0e7343f795d7ff8edf2b3974,6/1/2015,DK,"iPhone7,2"
20490dca8bcc44c6ba4bc74552b9de3b,6/1/2015,US,"iPhone7,2"
9208a37d7fb143f3bce6def8ad2c15d0,6/1/2015,PR,"iPad2,5"
7ec895a2b28b45aabf15cd43a243394b,6/1/2015,US,"iPhone6,1"
26fc7ba688624147a97154e3588f151c,6/1/2015,US,"iPhone5,1"
ee636ee16f204283b514462313d1d8bf,6/1/2015,US,"iPhone6,1"
ee37b0b059ff4531ae9cf1511cab585d,6/1/2015,CZ,"iPad4,1"
47118593c1cb493c95426b21b5aa6afb,6/1/2015,US,"iPhone7,2"
330360f2ca6043f49835d3aa0b37fa57,6/1/2015,FR,"iPhone5,4"
1418dd328464428699a6dbeeb09f71d3,6/1/2015,GB,"iPhone7,2"
9b4f2649caa34fde82793e2b21261374,6/1/2015,CZ,"iPhone4,1"
a647ec40e942439eaa4212b5213b4bcf,6/1/2015,GR,"iPad2,1"
6cb0bc99deee6057d606daf639b4639214548c21,6/1/2015,US,"iPod4,1"
ee9d6fc37cd54d5fa3ecba0226d67e8f,6/1/2015,US,"iPhone6,1"
202ed7d9e73e43b39e3097987b746a62,6/1/2015,FR,"iPhone6,2"
016a097e145e4834a3026cb721a564eb,6/1/2015,FR,"iPad5,3"
4baa799bc61d463ca774eb51336b2470,6/1/2015,BE,"iPhone5,2"
544867ac013a46939b574130cbf48bd8,6/1/2015,SA,"iPhone6,2"
fc9dd3a8d3c1486ca2e9cc2390bb937b,6/1/2015,US,"iPhone7,2"
176b43c3133c4a2d95c8e3258f6700e9,6/1/2015,US,"iPhone4,1"
562e607f31f14433bff25e7fe63eab02,6/1/2015,DE,"iPhone7,2"
3a73cc7ff92a4eb2a5eec8bddc9afae7,6/1/2015,AU,"iPad2,5"
e2a93572b63f4a0ab62c7371e0205575,6/1/2015,US,"iPad4,1"
027dc04d5d4d4d45b1ee505ee4196e66,6/1/2015,US,"iPad3,4"
FFFFFFFFEE955964ADD846A9A357FE51EF6DB3D7,6/1/2015,US,"iPod5,1"
c4d1e8bbf5134fc994225898f019cf43,6/1/2015,DE,"iPhone7,2"
eedf9645762a41dd80b99c9f8ee8257f,6/1/2015,US,"iPad2,5"
e4766d04077742df8ca02b6f0d73223a,6/1/2015,CA,"iPad4,4"
d9455cda960a48bc9a6743c6b80dccde,6/1/2015,US,"iPhone7,2"
114a31add5ab4c219bbb46e234224e52,6/1/2015,GB,"iPad2,4"
c9f66717dc0888e852bf798fe682cf7eb967211d,6/1/2015,US,"iPad3,1"
ebc115a3e4e94541899bc6d4cbd1721b,6/1/2015,US,"iPad3,4"
0bb87cc4860b464a939c9798abd4eeea,6/1/2015,US,"iPad4,4"
247608bb554a4fcf949d5d18857822cd,6/1/2015,US,"iPad3,4"
5554b627b4914b9f90e468a8cfcc4e49,6/1/2015,US,"iPad2,1"
2d943b37f9294bf58aae40c5c92e507b,6/1/2015,US,"iPad3,6"
24c4d8f39e074a8fb5e8699a5ac7722b,6/1/2015,US,"iPhone7,2"
b76f82b52e3941189fed06bc89233a18,6/1/2015,US,"iPad3,4"
a31ede31051d4b9aba86b2d966552075,6/1/2015,AL,"iPhone5,4"
6326b7bd90df4b10b839c10954ea2ddb,6/1/2015,US,"iPhone4,1"
9eb26c19c48c4385adddac0b1ac99216,6/1/2015,US,"iPhone7,2"
6f92065a51c5415883cf99ede3b4a7ba,6/1/2015,US,"iPad4,5"
14b2a7c51ed146ca9369c3097dad4178,6/1/2015,CA,"iPad2,4"
0a97da99065545f1b3eff1c76e1e28f8,6/1/2015,FR,"iPhone7,2"
f277277c1e344747b61d1a6027135d43,6/1/2015,DE,"iPhone4,1"
cce4245008bb6c470d5dbe6387387cdccbfaf428,6/1/2015,US,"iPhone6,1"
a2612e56d58646859d08780f3c4d2e92,6/1/2015,AU,"iPhone7,2"
7397c0b653524e4794910edbe6e8903d,6/1/2015,US,"iPhone5,3"
f4e13257697e9706eff7667adfa06955a9806df3,6/1/2015,US,"iPad3,2"
ea46740798fe40d781157fa5745c293a,6/1/2015,US,"iPhone7,2"
a766afcfa8a948dc9c05c9aae496f1a4,6/1/2015,GR,"iPhone7,2"
888fe4634200422fa189a0008cfae646,6/1/2015,US,"iPhone6,1"
4bf33956196f4d508be6dc30f122fd23,6/1/2015,CA,"iPod5,1"
506b0aa0ebc440069f54c5856ec725d7,6/1/2015,DE,"iPhone6,2"
b50a58750c354a859576e771e1cbe91d,6/1/2015,US,"iPad3,5"
2757527216044f3f99bd39b4730cb677,6/1/2015,US,"iPhone7,1"
786d094b653690bc1f262780eb94382ba7934d2a,6/1/2015,US,"iPod4,1"
5997731626654bd0af55fef2c3f42699,6/1/2015,US,"iPad4,2"
ad64d8e8cbf248969c0c1bc6f772b109,6/1/2015,US,"iPhone5,2"
b0c24f3e241347949ba2327ea77b2016,6/1/2015,US,"iPad2,4"
0c614d9162da43c9a3c9ec2bc074af03,6/1/2015,US,"iPhone7,2"
b5717e2bca6e43578b91d26f139e5ef9,6/1/2015,US,"iPhone6,1"
3709eececd2e462ea23069e00be5962b,6/1/2015,CA,"iPhone7,1"
90c749bf627546d089fb80cadd98b007,6/1/2015,US,"iPhone5,1"
167d985fe0ed4f1a94fdef8eade96125,6/1/2015,SG,"iPad3,6"
5EDD35831BC64C87A0BC9231B25FA670,6/1/2015,US,"iPod5,1"
2f78599d3b3b4140801ffbd6a1cb0d36,6/1/2015,US,"iPad4,1"
f9e32435f815405182924358061c460f,6/1/2015,US,"iPhone7,2"
8029871626f94174910b453fdf530cfe,6/1/2015,JP,"iPhone7,1"
98d45f3e337847e5840640738916cb3e,6/1/2015,GB,"iPad2,4"
9bf7f64728ea4ebba6df4ae6b99ac002,6/1/2015,BR,"iPhone3,2"
3e6f2e7eb60f4e4a950e96475c8e9c10,6/1/2015,US,"iPhone7,1"
ac183fa8f14146fbb5cd9335b2b08bcf,6/1/2015,US,"iPhone6,1"
d85aff03b08744deaddf2fed5bf5dacb,6/1/2015,AU,"iPhone6,2"
56f30bf579ea42afbad5e965c6c7ead3,6/1/2015,TR,"iPhone6,2"
48e623fc546b4ab0969cc5dba6a797c9,6/1/2015,MY,"iPhone7,1"
7300bbfbb2674cf096dbe0960ece5a23,6/1/2015,HU,"iPhone7,2"
1e70e9041e7844efa2066c5394436bf8,6/1/2015,AU,"iPhone7,1"
b46c0e82d39442d5aeb78ad85ffdd179,6/1/2015,LA,"iPhone7,1"
901f76e0fa0499e11e26925bf796b7bb6f0c5e0e,6/1/2015,US,"iPad2,4"
b663c05fc2f6c127ecafdd78fc3746ae00d65e29,6/1/2015,ID,"iPad3,6"
1e826f183651423685737b4dbbfb3d41,6/1/2015,US,"iPhone6,1"
987b8ffb6196440b95fc6cf55d276225,6/1/2015,US,"iPhone6,1"
c3df5b0ff0654f1c971d0d12fd2bf204,6/1/2015,SI,"iPhone6,2"
2c5049084494480a8f3be2ea09bb5fe3,6/1/2015,PL,"iPad2,5"
506fc30006b54b659531b5f91ff10735,6/1/2015,US,"iPhone7,1"
c8b45c4ac4bb4e6393000f0c6a89e640,6/1/2015,TR,"iPhone6,2"
CDE0E0A9064B4A5BB30C792ECE17E224,6/1/2015,US,"iPad4,4"
382c75fc3a011f0d3d4c16566e0aea5b4bf1bd21,6/1/2015,US,"iPod5,1"
86eceb2108f841f8a1c02d3aec2b9a28,6/1/2015,US,"iPhone6,1"
9d8b4ad0e6784fa59d79cedefc5c0c65,6/1/2015,US,"iPad4,1"
aa2e8ec4c7b246a6b5201333d7573fac,6/1/2015,FR,"iPhone6,1"
702a78e7c03347b8aa282d5d29d4cc9e,6/1/2015,ID,"iPad4,2"
bbd798321f9a40d397d47bf1dcc10f17,6/1/2015,US,"iPod5,1"
61e85375a5a5451cb7360784d4aa0b79,6/1/2015,GB,"iPad2,1"
0401e5c0dc8e957ab761a1d7fac4c0a82cb242aa,6/1/2015,GB,"iPad2,5"
bdfd6451d6084b698d134abe76b6440e,6/1/2015,MN,"iPhone6,2"
307dc6b6eaae4eb08562eead786753f7,6/1/2015,CA,"iPhone6,1"
3ba00a556df94223a0cf607fb05b1f2d,6/1/2015,AU,"iPad4,1"
bee9335bee24432c8ebb59707dfe0be0,6/1/2015,US,"iPhone6,1"
d1870d0b60bc4e9f8c5f2e910e7553a9,6/1/2015,GB,"iPhone3,1"
00b474c91b374115a2ffc5956a0e4beb,6/2/2015,FR,"iPad3,4"
54f2f7c115584bd8861862115a804dff,6/2/2015,LK,"iPhone6,2"
b3f181bb8b864a09ae8573f91aeb27e5,6/2/2015,US,"iPhone7,2"
9b1192903fe14bf88fc3c14e33942e6d,6/2/2015,AU,"iPhone7,1"
aec1b835e22648e2b68d8081ad25a4df,6/2/2015,US,"iPhone7,2"
b651f747d56d432ebe347069cdfc9830,6/2/2015,AU,"iPad2,5"
e3ad4f833b144baca17beb0b780e714a,6/2/2015,DE,"iPhone4,1"
83baac627e80451cac918c4bceaebbd3,6/2/2015,TR,"iPhone6,2"
da57d2afd12a432d828cf1288ee57c06,6/2/2015,GB,"iPhone7,2"
c55c6a315c954cdc8a785b78aa0d995b,6/2/2015,NO,"iPhone6,2"
465bb92b70a74a28989e6278a8c5c810,6/2/2015,Ha,"iPhone7,2"
9d894a3a3ddf4e1ead34e8f03fabfee2,6/2/2015,QA,"iPhone7,1"
5d5573eb7e8443c8aa2b81a02d7343cb,6/2/2015,LK,"iPhone7,2"
759daefdef85932cb934b4c8c0651ef482b30803,6/2/2015,US,"iPhone4,1"
b27f3b74d6624332b6fb1d501663f7be,6/2/2015,SG,"iPad4,4"
ab6382bc45ac45498aef2f38c5dbf4cf,6/2/2015,MO,"iPhone7,1"
2e8b979d3e9a2aa4f17ee607d34a0e0973426f29,6/2/2015,FR,"iPhone4,1"
d18bf3ce9ee544b792adfc0342395099,6/2/2015,MX,"iPhone4,1"
c3c168af84024232a440c32ea7725503,6/2/2015,GB,"iPhone4,1"
eec4c5873a4342ac8772450459f3c255,6/2/2015,US,"iPhone6,2"
c6cd2cbd5c484f7199f613344d73d8cc,6/2/2015,GB,"iPhone6,2"
b96d03daa83f431381d205a2daba2c06,6/2/2015,HU,"iPhone3,1"
7e8d29f39d424288bd8824afed469209,6/2/2015,AO,"iPhone7,1"
386ddabc302b5beb43383e18994a54e9fe194b66,6/2/2015,AU,"iPad4,1"
4e36f4e9f413467caa06241be0cc6fe9,6/2/2015,ZA,"iPad3,6"
cbb8779e5d5c4585a41735d3bfad2185,6/2/2015,US,"iPhone6,1"
c8babea0574c4e81b9889c81bcc998c5,6/2/2015,ZA,"iPhone6,2"
1633c2096763484eb08c276b8fb43ea5,6/2/2015,BM,"iPhone6,1"
576e418badb44db5b8a0e1e57663d257,6/2/2015,GB,"iPhone7,1"
b9eedc8644c8473e89b802d16b4a8da2,6/2/2015,TH,"iPhone6,2"
2de3a145ef85458aafc7523188c8818b,6/2/2015,SG,"iPhone7,2"
70d02b8f262746a98a1badeaa311612c,6/2/2015,US,"iPad4,7"
FFFFFFFF9970EEE725ED4F2497A6BC1C077E21F3,6/2/2015,US,"iPad3,4"
8573856ee02a4327bb9f08fe9d954824,6/2/2015,LA,"iPhone6,1"
2695c3bfb17c443ab8cc74f6971f5a79,6/2/2015,Ha,"iPad4,4"
974be24baffc4cdab84979982f4c67d1,6/2/2015,GB,"iPhone7,2"
efd72922fbbb4d26ad9faec4d3f8ee16,6/2/2015,US,"iPhone7,2"
c077906c936f4e9faf6491dd77d47706,6/2/2015,HU,"iPad5,3"
a4a0f4de03e04a5e9324479342ec7c35,6/2/2015,TH,"iPhone5,1"
f2567367d92f4c66ac8b252b21aa82c8,6/2/2015,ID,"iPhone7,1"
7ccdd00f16b54227b13e86bdd013ff8c,6/2/2015,US,"iPad2,5"
e5a3ba1740a14d55a98624a66f385eab,6/2/2015,IQ,"iPhone5,2"
3955022bdad441ab88b20ddf03a2719e,6/2/2015,MN,"iPhone7,2"
9653f616f24d48dc9a5415297f028e7a,6/2/2015,FR,"iPhone5,2"
cd99c2b7cefa434495ddb139920c1e49,6/2/2015,GB,"iPhone7,2"
589eec0447104af0aab26e3fe3bb1921,6/2/2015,US,"iPhone6,1"
a1cea758329d413f9573ec6be584786b,6/2/2015,AE,"iPad2,1"
51c0ef2000f04080a282f2dcf60cd027,6/2/2015,US,"iPad4,7"
4cb90639a4ed46b78ad45156808db0ae,6/2/2015,GB,"iPhone4,1"
06e62dec91da418a83c717dede1c387b,6/2/2015,FR,"iPhone6,2"
7baeee90735c4fa6bb04d867d03a85cc,6/2/2015,MN,"iPhone6,1"
778d4f90380841ce8bc7d1ae24ee5a33,6/2/2015,CA,"iPad2,1"
85af7cebf6c24556b9948bf837e4666e,6/2/2015,GB,"iPad4,1"
575ee715c3d240a9b0e3b137c73437e7,6/2/2015,US,"iPhone5,1"
48f3c4cf13b7477da8278c5c74df0a8b,6/2/2015,TR,"iPad2,5"
e7773aff571c44f28eca10a3d6161e4d,6/2/2015,NO,"iPhone7,1"
b24988fcc2f0479bba090ea3a4a65036,6/2/2015,NL,"iPad4,1"
a6fef52578064445b19322840cb7e9fa,6/2/2015,US,"iPhone7,1"
9844450002074d23a5990dd76cc59aab,6/2/2015,GB,"iPad3,4"
c577debed0c24efcb60bf5fe224e9f98,6/2/2015,US,"iPhone5,3"
c65c957ee2a14a118faf7d34d4d6f5bb,6/2/2015,US,"iPad3,4"
c0b3fc08ca684adbbd5a19950cc59f6d,6/2/2015,US,"iPhone6,1"
003e9e653c28429dbe77d664079232aa,6/2/2015,BE,"iPhone6,2"
b6a4a482411d40ef8d2b854695f3d52b,6/2/2015,TR,"iPhone5,2"
4a7de4ab56644634834b42d7c83759d3,6/2/2015,DK,"iPhone6,2"
5f5b598ca81346ddbb4636deecce5213,6/2/2015,CN,"iPhone7,1"
6a527ceacf5a4c509912b85c5d7713ca,6/2/2015,US,"iPhone7,2"
20d0838f4ca64db38020ac5e4b022461,6/2/2015,DE,"iPhone7,1"
81ceedcdf25b4f88accc623a6d850cd7,6/2/2015,GR,"iPad3,4"
ad3f35b7a9834d2a9a357e6513df383e,6/2/2015,ZA,"iPhone7,1"
ade267f5b6fa4c188639924f3e60a681,6/2/2015,LT,"iPad5,4"
ad416b35f2bb465fa82b042b6ad4d436,6/2/2015,TR,"iPhone5,2"
2f94b1596972409893e3dcf03f9d1211,6/2/2015,GR,"iPad2,5"
1c6d71182e8e4838b2e8887b49b2209e,6/2/2015,DE,"iPhone4,1"
023a3fec070a617993f0c584f7ac49a6900c51e0,6/2/2015,US,"iPod4,1"
03d7a134e7c748478b9cc8f43aa5594e,6/2/2015,FR,"iPad3,1"
5564a0e64bdf495583437358d5341c3b,6/2/2015,US,"iPhone7,2"
e30299f37a564bebb61518d9df0ac3ff,6/2/2015,US,"iPhone7,2"
28cc37398109486186bcce69e1985690,6/2/2015,NL,"iPad4,4"
66545044c8224e328424a52bac49651c,6/2/2015,US,"iPad2,5"
7242c3a7c3c94a52b7d2be86effe54d7,6/2/2015,NL,"iPad4,1"
8e679065cc9443629382948a837dff2a,6/2/2015,FR,"iPhone7,2"
677b518430ee401080ef77e98f5b30ca,6/2/2015,DE,"iPhone4,1"
5da5cce26502425890a8c9d1eaf62b10,6/2/2015,US,"iPad3,1"
b5ab9589c4364272b60bb69177dd9b25,6/2/2015,NO,"iPhone6,2"
ce415ce644884d8b9af633163ebe48f4,6/2/2015,BE,"iPhone6,2"
db7738dc652646109661fffd7f199d2d,6/2/2015,AM,"iPad4,4"
3daf2bedcec349a89bf6fd5a0f8e5429,6/2/2015,CA,"iPad4,1"
09343a13d996466190bc30462063e4f3,6/2/2015,US,"iPad2,4"
66b85a643acd45388b40d9f39601b833,6/2/2015,US,"iPad2,5"
c55020ccec514e04aa9024b88e3176d2,6/2/2015,US,"iPad2,5"
7349475f63eb4a76996ae7d8f0d05901,6/2/2015,US,"iPhone5,3"
e73d58af412c4b278acb08effa2803fe,6/2/2015,US,"iPhone3,3"
20063152a4b747d9b127cf485ec73d32,6/2/2015,US,"iPhone7,1"
43682fdcf42443a3a776afe664717ae5,6/2/2015,US,"iPad2,1"
891a91fa8e8e49ec92f54559dd5ad533,6/2/2015,US,"iPhone7,2"
f966d945f9714bcfad747aaf8849db88,6/2/2015,GB,"iPad4,4"
76d0a774fe4f40028162f1fc07a800ed,6/2/2015,US,"iPhone6,1"
2461e305f8264bd0950862d674627a96,6/2/2015,GB,"iPhone7,2"
289fc7228377484d8898920259a282bf,6/2/2015,US,"iPhone5,2"
8a22767d14cd497a9166ee0f7e895d58,6/2/2015,MA,"iPhone5,4"
1b43a07f7dd940c0b96398fee9beb089,6/2/2015,US,"iPad2,5"
b6173c5d2e8e4eee968cd78ece19c419,6/2/2015,US,"iPad2,5"
9cf841f5edc54ef88c05e27461205975,6/2/2015,AU,"iPad5,3"
258aa8347710489ab05eb1340e1edf08,6/2/2015,US,"iPad2,4"
a1184a3e23674eb19d2d3c7b19008ce2,6/2/2015,US,"iPad2,4"
82de5776e16d4ed18beb9b70629a2f05,6/2/2015,US,"iPad2,5"
b15477cb1ca54b378ce3b7f41eddab7a,6/2/2015,US,"iPhone7,2"
d60483b27b6148b1acb042c6c22108ab,6/2/2015,AM,"iPhone6,1"
32819f52684c4ca48d2bdb7cae9860a1,6/2/2015,US,"iPad3,5"
f0bba16658f347fab2266eb170568628,6/2/2015,US,"iPhone6,1"
c17f0a3e96d74e81bd22eeacae4844f1,6/2/2015,US,"iPad4,1"
dc9329809915496cad144bfc0ac8dd8e,6/2/2015,US,"iPad4,1"
6dbca0321db84829b021eb1dac63f840,6/2/2015,US,"iPad2,5"
3ecf24b5d49a4801bf48cb193071dd20,6/2/2015,US,"iPhone7,2"
928b3f80d7984135ba3e63d664ad68b6,6/2/2015,US,"iPhone6,1"
65fc101855f74fb1aa216153ed7df4fe,6/2/2015,GB,"iPhone5,2"
278f912518604aaf93b0160a2196f3d5,6/2/2015,US,"iPad4,2"
477ad7c938fe40b89d09c8aca23a9796,6/2/2015,US,"iPhone5,3"
9c6b376bd3c8451da7d73e701a6b7e53,6/2/2015,US,"iPhone7,1"
3dc32a12d5a2460cab10801a2bf5ed52,6/2/2015,CA,"iPhone6,1"
cfb5705a8e3f4920a1e7650a8c5534b7,6/2/2015,US,"iPod5,1"
191bba313a03492f9122fa2811af0c60,6/2/2015,US,"iPod5,1"
d82d5da906da40c6acd8c5bd07302846,6/2/2015,US,"iPhone6,1"
9b71bc34299445e3a6a5016b20a4c99e,6/2/2015,US,"iPad4,4"
239bda6fcf2a42e29d679255cb75245b,6/2/2015,TH,"iPhone6,2"
8b21a1731cbf4eb2b387340286f8ac32,6/2/2015,US,"iPad2,5"
b95679d40f259124a2c97d2b2c1ec2830be91ae1,6/2/2015,US,"iPad2,5"
6af57f08be7448a08cd0c431c182d652,6/2/2015,US,"iPad2,4"
2dedccd9611840468a345ce8a85fdc19,6/2/2015,US,"iPhone4,1"
bd1a1acfb6e148e5bb4b2cf9085f1649,6/2/2015,GB,"iPod5,1"
f1440960a0a048f28faffa9b18eb6504,6/2/2015,MY,"iPhone6,2"
3ae4d79bd40b4b069acb18ec71d1fe98,6/2/2015,US,"iPhone6,1"
d16419373745475d9207dcbac298a6b9,6/2/2015,DK,"iPhone6,2"
36e3a2b626814f368c749706ecb3613e,6/2/2015,US,"iPhone6,1"
67e5c20a7e6b4e9fa357c4a43962436d,6/2/2015,US,"iPad3,4"
8796b44a8a5648c881193db2aae88595,6/2/2015,US,"iPhone7,1"
6838edca4aa04777bd5fd1e2bb1c3fd4,6/2/2015,US,"iPad2,4"
4aa8dc614f814bc9a388b05e22bf33e8,6/2/2015,US,"iPad4,2"
6bb84039e7b84a04b2c6eb2f7ec87a96,6/2/2015,US,"iPhone7,1"
83ecbe4c043b4dbc9d71b5588dd922b6,6/2/2015,US,"iPhone7,2"
d431a7cae28a43c3bda1937f222670ac,6/2/2015,MY,"iPhone5,4"
1d0146156dd64c169a2cdf98ed423888,6/2/2015,US,"iPhone6,1"
eb284c21ad364203be803eb985efd653,6/2/2015,US,"iPhone7,2"
860150a272e6656441373ee2ab10031e237d3fcb,6/2/2015,SG,"iPad2,7"
0c1b761e8be6454eb68ad898bd69eec6,6/2/2015,US,"iPhone6,1"
d7411be6b7ba4a70a842bf64aee36347,6/2/2015,SG,"iPhone7,1"
0b47aa369f6f44f9828868a3a5cbd2a8,6/2/2015,US,"iPad4,7"
204b8df6f0ce4c9da5bf11a3aa657fc2,6/2/2015,GB,"iPhone6,2"
fdbe3a60f49141ed901ee638d454cd2d,6/2/2015,US,"iPhone6,1"
5931f4ca8f4742a2b5ab9c50c1d5bf26,6/2/2015,US,"iPhone6,1"
c605dd8e89414ad1b661e6b104969176,6/2/2015,US,"iPhone7,1"
0c0d533255404666a5fa7e2af3980de0,6/2/2015,GB,"iPad3,1"
a230dd5623d74022801f5757b68ae718,6/2/2015,MN,"iPhone6,1"
36a73e7b3589400cbcefa83606733e88,6/2/2015,RO,"iPad4,1"
e95a8dfc6ead0e7f7c28e6ff2938372c5bc2a5cd,6/2/2015,SG,"iPad3,6"
849edd7b5e3849299b7e0e9dc87e86d7,6/2/2015,HU,"iPad2,5"
44fe61babcbc4f69a04ca2d807eac2b8,6/2/2015,AL,"iPhone5,2"
8731454656644207a32deb42340dc60e,6/2/2015,AU,"iPad3,4"
6f15c0980cb64019ab58caa391b9afbb,6/2/2015,PH,"iPad3,6"
32e03b0502d94ddaa8e9494495bdab6c,6/3/2015,DE,"iPad4,2"
a54dd68299234284bea920e59e5725f2,6/3/2015,RO,"iPhone7,2"
0b24affac04b444cb7525daf67029971,6/3/2015,US,"iPhone6,1"
6feda2318aaa45fbb228ccdd3907c831,6/3/2015,GB,"iPad4,1"
9e4b36bfa8318a112cfffee4939fd2c5df0b2a27,6/3/2015,GB,"iPhone5,2"
4b2c2329b86f4312912f2ca09fb40e80,6/3/2015,MM,"iPhone6,2"
437c62468b464a938b0f85b2f9a87621,6/3/2015,PL,"iPhone6,2"
e7d6581d4edb4de8a8a5e865995e2dde,6/3/2015,SG,"iPhone7,1"
817ede31ea5b48a1ae8f32481a767adc,6/3/2015,GB,"iPhone7,2"
1c831c2237b248088f30dc88ebd20f16,6/3/2015,CH,"iPhone6,2"
a4ab3e7f47f94ba487aa204bf61558ca,6/3/2015,US,"iPad2,3"
549a753458a3497990b1f5dd30bcc1e8,6/3/2015,NZ,"iPad4,1"
eb142b60251a4cd5a709cc9c9f9390a3,6/3/2015,ID,"iPhone5,4"
783777007426435283d736e99142e5ff,6/3/2015,DK,"iPad3,1"
4b3d0e90336540108e6bc3135f0fae44,6/3/2015,US,"iPad3,1"
